,Gender,EthnicGroup_0,EthnicGroup_1,EthnicGroup_2,ParentEduc_0,ParentEduc_1,ParentEduc_2,LunchType,TestPrep,ParentMaritalStatus_0,ParentMaritalStatus_1,ParentMaritalStatus_2,PracticeSport_0,PracticeSport_1,PracticeSport_2,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours_0,WklyStudyHours_1,MathScore,ReadingScore,WritingScore
16955,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1.0986122886681098,0,0,1,3.688879454113936,3.80666248977032,3.828641396489095
16956,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1.0986122886681098,1,1,0,4.0943445622221,4.07753744390572,4.189654742026425
16957,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0.6931471805599453,0,0,1,3.970291913552122,3.828641396489095,3.737669618283368
16958,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0.6931471805599453,0,1,0,4.276666119016055,4.564348191467836,4.543294782270004
16959,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,1.3862943611198906,1,1,0,4.143134726391533,4.0943445622221,4.143134726391533
16960,1,0,1,1,0,0,1,1,1,1,0,1,0,1,0,1,0.0,0,1,0,4.262679877041316,4.143134726391533,4.04305126783455
16961,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0.6931471805599453,1,1,0,4.110873864173311,4.330733340286331,4.382026634673881
16962,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,1.0986122886681098,1,1,0,4.060443010546419,4.060443010546419,4.158883083359672
16963,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1.3862943611198906,1,1,1,4.406719247264253,4.442651256490317,4.48863636973214
16964,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1.791759469228055,0,1,0,4.3694478524670215,4.3694478524670215,4.382026634673881
16965,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,1.3862943611198906,0,1,0,4.219507705176107,4.3694478524670215,4.343805421853684
16966,0,1,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0.0,1,0,1,4.174387269895637,4.23410650459726,4.343805421853684
16967,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1.6094379124341005,0,1,1,4.356708826689592,4.23410650459726,4.189654742026425
16968,1,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,1.0986122886681098,1,1,1,4.290459441148391,4.31748811353631,4.330733340286331
16969,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1.0986122886681098,1,0,1,3.49650756146648,3.80666248977032,3.555348061489413
16970,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0.0,1,0,1,4.356708826689592,4.31748811353631,4.262679877041316
16971,1,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0.0,1,0,1,4.248495242049359,4.31748811353631,4.343805421853684
16972,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1.0986122886681098,0,1,0,4.060443010546419,4.127134385045092,4.110873864173311
16973,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1.0986122886681098,1,1,0,3.555348061489413,3.828641396489095,3.9318256327243257
16974,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0.6931471805599453,1,1,1,4.3694478524670215,4.290459441148391,4.23410650459726
16975,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,0,1.3862943611198906,1,1,0,4.23410650459726,4.31748811353631,4.3694478524670215
16976,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0.6931471805599453,1,1,0,4.060443010546419,3.871201010907891,3.912023005428146
16977,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1.791759469228055,0,1,0,4.04305126783455,3.7612001156935615,3.555348061489413
16978,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0.0,1,0,1,3.970291913552122,4.406719247264253,4.394449154672439
16979,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1.791759469228055,0,0,1,4.30406509320417,4.477336814478207,4.477336814478207
16980,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1.3862943611198906,1,1,0,4.477336814478207,4.477336814478207,4.5217885770490405
16981,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1.3862943611198906,0,1,0,4.30406509320417,4.48863636973214,4.499809670330265
16982,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0.0,1,0,1,4.418840607796598,4.248495242049359,4.276666119016055
16983,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0,1,1.6094379124341005,1,0,1,4.48863636973214,4.543294782270004,4.543294782270004
16984,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0.6931471805599453,1,1,0,4.110873864173311,4.30406509320417,4.356708826689592
16985,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1.0986122886681098,0,1,0,4.3694478524670215,4.442651256490317,4.442651256490317
16986,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0.0,1,1,0,4.465908118654584,4.406719247264253,4.343805421853684
16987,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1.3862943611198906,1,0,1,3.49650756146648,3.4339872044851463,3.218875824868201
16988,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0.6931471805599453,0,1,0,4.465908118654584,4.5217885770490405,4.3694478524670215
16989,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1.6094379124341005,0,1,0,4.04305126783455,4.219507705176107,4.158883083359672
16990,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1.6094379124341005,1,1,0,4.406719247264253,4.31748811353631,4.262679877041316
16991,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0.0,0,1,0,4.406719247264253,4.61512051684126,4.532599493153256
16992,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0.6931471805599453,1,1,0,4.442651256490317,4.330733340286331,4.382026634673881
16993,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1.791759469228055,0,1,1,4.343805421853684,4.418840607796598,4.418840607796598
16994,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,1.0986122886681098,0,1,0,4.174387269895637,4.343805421853684,4.330733340286331
16995,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1.0986122886681098,1,0,1,4.356708826689592,4.454347296253507,4.465908118654584
16996,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0.6931471805599453,0,1,0,4.007333185232471,3.912023005428146,3.688879454113936
16997,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,1,0.0,0,1,0,3.970291913552122,4.060443010546419,4.23410650459726
16998,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1,0,1.3862943611198906,0,1,0,3.6635616461296463,3.7612001156935615,3.6635616461296463
16999,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1.0986122886681098,0,1,1,4.31748811353631,4.499809670330265,4.499809670330265
17000,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1.791759469228055,1,0,1,4.219507705176107,4.343805421853684,4.30406509320417
17001,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0.6931471805599453,1,1,1,4.060443010546419,3.8918202981106265,3.80666248977032
17002,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0.6931471805599453,0,1,0,4.174387269895637,4.143134726391533,4.127134385045092
17003,0,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1.0986122886681098,0,0,1,3.9889840465642745,4.127134385045092,4.0943445622221
17004,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1.0986122886681098,1,1,1,4.060443010546419,4.02535169073515,3.9889840465642745
17005,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1.3862943611198906,1,1,1,3.828641396489095,3.970291913552122,3.713572066704308
17006,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1.3862943611198906,0,1,1,3.951243718581428,4.07753744390572,4.127134385045092
17007,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,1.0986122886681098,1,1,0,4.189654742026425,4.30406509320417,4.30406509320417
17008,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1.0986122886681098,1,1,0,4.143134726391533,4.262679877041316,4.30406509320417
17009,0,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,1.6094379124341005,1,0,1,4.262679877041316,4.330733340286331,4.30406509320417
17010,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1.3862943611198906,0,1,0,4.007333185232471,4.204692619390966,4.189654742026425
17011,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0.0,0,1,0,4.0943445622221,4.248495242049359,4.204692619390966
17012,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1.0986122886681098,1,0,1,4.174387269895637,4.110873864173311,4.04305126783455
17013,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1.791759469228055,0,1,0,4.48863636973214,4.553876891600541,4.61512051684126
17014,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1.3862943611198906,1,1,1,3.218875824868201,2.5649493574615367,2.9444389791664403
17015,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0.6931471805599453,1,1,0,4.204692619390966,4.248495242049359,4.330733340286331
17016,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1.0986122886681098,1,1,0,3.6375861597263857,3.8501476017100575,3.80666248977032
17017,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1.3862943611198906,0,0,1,4.3694478524670215,4.330733340286331,4.442651256490317
17018,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1.0986122886681098,0,0,1,4.04305126783455,4.127134385045092,4.127134385045092
17019,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1.0986122886681098,1,1,0,4.060443010546419,4.262679877041316,4.454347296253507
17020,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1.6094379124341005,0,1,0,4.262679877041316,4.454347296253507,4.394449154672439
17021,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1.3862943611198906,1,1,1,4.499809670330265,4.51085950651685,4.532599493153256
17022,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1.6094379124341005,1,1,0,3.8501476017100575,4.04305126783455,4.060443010546419
17023,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1.0986122886681098,0,1,0,4.394449154672439,4.290459441148391,4.276666119016055
17024,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1.3862943611198906,0,0,1,4.007333185232471,3.8918202981106265,3.871201010907891
17025,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1.3862943611198906,0,1,0,4.007333185232471,4.189654742026425,4.0943445622221
17026,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1.791759469228055,1,0,1,3.828641396489095,4.060443010546419,4.04305126783455
17027,0,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1.3862943611198906,1,1,0,4.060443010546419,4.04305126783455,4.143134726391533
17028,1,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0.6931471805599453,0,1,1,4.574710978503383,4.532599493153256,4.564348191467836
17029,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,0.6931471805599453,1,1,0,4.0943445622221,4.3694478524670215,4.31748811353631
17030,0,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1.0986122886681098,0,1,0,4.219507705176107,4.356708826689592,4.30406509320417
17031,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1.6094379124341005,1,1,0,4.356708826689592,4.23410650459726,4.174387269895637
17032,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1.791759469228055,1,1,0,3.8501476017100575,3.970291913552122,3.7612001156935615
17033,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1.0986122886681098,1,0,1,4.110873864173311,4.406719247264253,4.382026634673881
17034,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1.791759469228055,1,1,0,4.394449154672439,4.394449154672439,4.430816798843313
17035,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1.0986122886681098,0,1,1,4.189654742026425,4.007333185232471,3.951243718581428
17036,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1.3862943611198906,1,1,0,3.970291913552122,3.828641396489095,3.610917912644224
17037,0,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1.3862943611198906,1,1,0,4.158883083359672,4.30406509320417,4.290459441148391
17038,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1.9459101490553128,0,0,1,4.204692619390966,4.465908118654584,4.3694478524670215
17039,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1.0986122886681098,1,0,1,4.007333185232471,4.262679877041316,4.248495242049359
17040,1,0,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0.0,0,1,0,4.31748811353631,4.30406509320417,4.343805421853684
17041,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0.6931471805599453,0,0,1,4.204692619390966,4.343805421853684,4.3694478524670215
17042,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0.0,1,1,1,4.189654742026425,3.970291913552122,3.951243718581428
17043,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,1.3862943611198906,1,1,0,4.343805421853684,4.465908118654584,4.499809670330265
17044,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0.6931471805599453,0,0,1,4.499809670330265,4.442651256490317,4.499809670330265
17045,0,1,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0.6931471805599453,0,0,1,4.07753744390572,4.343805421853684,4.248495242049359
17046,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,0.6931471805599453,1,0,1,4.02535169073515,3.8918202981106265,3.8918202981106265
17047,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0.6931471805599453,1,1,0,4.0943445622221,4.204692619390966,4.23410650459726
17048,1,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0.6931471805599453,1,0,1,4.174387269895637,4.204692619390966,4.143134726391533
17049,1,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0.6931471805599453,1,1,0,4.262679877041316,4.189654742026425,4.189654742026425
17050,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0.6931471805599453,0,1,0,4.31748811353631,4.477336814478207,4.418840607796598
17051,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0.6931471805599453,1,1,0,4.343805421853684,4.204692619390966,4.07753744390572
17052,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0.6931471805599453,0,1,0,4.060443010546419,4.0943445622221,4.110873864173311
17053,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1.0986122886681098,1,1,0,4.02535169073515,4.174387269895637,4.07753744390572
17054,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0.6931471805599453,1,1,0,4.543294782270004,4.442651256490317,4.477336814478207
17055,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1.0986122886681098,0,1,0,4.248495242049359,4.0943445622221,4.143134726391533
17056,0,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,1.3862943611198906,1,1,1,4.007333185232471,4.127134385045092,4.158883083359672
17057,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,0.6931471805599453,1,1,1,4.060443010546419,3.9318256327243257,4.158883083359672
17058,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1.0986122886681098,0,0,1,4.564348191467836,4.59511985013459,4.584967478670572
17059,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,1.6094379124341005,1,0,1,4.07753744390572,4.127134385045092,4.219507705176107
17060,0,1,0,0,1,0,1,0,1,1,0,1,0,1,1,1,1.0986122886681098,0,1,1,4.110873864173311,4.0943445622221,4.0943445622221
17061,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1.6094379124341005,1,0,1,4.127134385045092,4.248495242049359,4.262679877041316
17062,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0.6931471805599453,1,1,1,3.828641396489095,3.970291913552122,3.951243718581428
17063,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1.3862943611198906,0,0,1,4.02535169073515,4.04305126783455,4.060443010546419
17064,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1.3862943611198906,0,1,1,4.127134385045092,4.007333185232471,3.9889840465642745
17065,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,1.791759469228055,0,0,1,3.9318256327243257,3.6375861597263857,3.6375861597263857
17066,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,1.3862943611198906,1,1,1,4.430816798843313,4.454347296253507,4.543294782270004
17067,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0.6931471805599453,1,1,0,3.8918202981106265,3.784189633918261,3.8918202981106265
17068,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1.3862943611198906,0,1,0,3.8501476017100575,3.871201010907891,3.7612001156935615
17069,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,0.6931471805599453,1,1,0,4.174387269895637,4.07753744390572,4.143134726391533
17070,1,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1.0986122886681098,0,1,0,4.532599493153256,4.465908118654584,4.382026634673881
17071,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0.0,1,1,1,4.406719247264253,4.31748811353631,4.248495242049359
17072,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1.6094379124341005,0,1,0,4.31748811353631,4.5217885770490405,4.5217885770490405
17073,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1.0986122886681098,1,1,1,4.174387269895637,4.110873864173311,4.143134726391533
17074,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1.3862943611198906,1,1,0,4.543294782270004,4.553876891600541,4.574710978503383
17075,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1.9459101490553128,0,0,1,3.9318256327243257,4.143134726391533,4.127134385045092
17076,1,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1.6094379124341005,1,1,1,4.330733340286331,4.23410650459726,4.248495242049359
17077,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1.3862943611198906,1,1,0,4.406719247264253,4.477336814478207,4.454347296253507
17078,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1.3862943611198906,0,0,1,3.9889840465642745,4.143134726391533,4.007333185232471
17079,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1.6094379124341005,0,0,1,4.356708826689592,4.48863636973214,4.584967478670572
17080,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0.0,1,0,1,4.276666119016055,4.406719247264253,4.394449154672439
17081,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1.0986122886681098,1,0,1,4.07753744390572,4.060443010546419,3.970291913552122
17082,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0.6931471805599453,1,0,1,4.406719247264253,4.3694478524670215,4.3694478524670215
17083,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1.3862943611198906,0,1,0,4.158883083359672,4.204692619390966,4.143134726391533
17084,0,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1.0986122886681098,1,1,0,3.871201010907891,4.07753744390572,4.0943445622221
17085,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1.6094379124341005,1,1,0,4.499809670330265,4.61512051684126,4.61512051684126
17086,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1.9459101490553128,1,1,1,4.330733340286331,4.276666119016055,4.330733340286331
17087,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1.0986122886681098,1,1,0,4.290459441148391,4.382026634673881,4.290459441148391
17088,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1.3862943611198906,1,1,0,4.48863636973214,4.564348191467836,4.51085950651685
17089,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1.0986122886681098,1,1,1,4.143134726391533,4.158883083359672,4.07753744390572
17090,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1.791759469228055,1,1,0,3.8501476017100575,3.737669618283368,3.7612001156935615
17091,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1.0986122886681098,1,1,0,3.828641396489095,3.784189633918261,3.9318256327243257
17092,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,1,1.0986122886681098,0,0,1,4.442651256490317,4.51085950651685,4.477336814478207
17093,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0.6931471805599453,0,0,1,4.007333185232471,3.8501476017100575,3.9318256327243257
17094,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1.3862943611198906,0,1,0,4.127134385045092,4.060443010546419,3.970291913552122
17095,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1.0986122886681098,0,1,1,4.143134726391533,4.07753744390572,4.0943445622221
17096,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0.0,1,1,0,4.543294782270004,4.48863636973214,4.51085950651685
17097,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1.0986122886681098,1,1,0,3.970291913552122,3.9318256327243257,3.9318256327243257
17098,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1.0986122886681098,1,1,0,4.31748811353631,4.23410650459726,4.290459441148391
17099,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1.0986122886681098,0,1,0,4.418840607796598,4.204692619390966,4.23410650459726
17100,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1.3862943611198906,0,1,1,4.382026634673881,4.454347296253507,4.442651256490317
17101,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0.0,0,0,1,3.6375861597263857,3.737669618283368,3.5263605246161616
17102,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,1.0986122886681098,0,0,1,4.07753744390572,4.143134726391533,4.23410650459726
17103,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0.0,1,1,0,4.248495242049359,4.290459441148391,4.248495242049359
17104,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1.0986122886681098,0,1,1,4.007333185232471,3.80666248977032,4.007333185232471
17105,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1,1,1.6094379124341005,1,1,0,3.970291913552122,3.8918202981106265,4.007333185232471
17106,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0.6931471805599453,0,1,0,4.406719247264253,4.564348191467836,4.584967478670572
17107,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1.3862943611198906,0,1,0,4.007333185232471,4.23410650459726,4.23410650459726
17108,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1.3862943611198906,1,0,1,4.394449154672439,4.394449154672439,4.499809670330265
17109,1,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,1.791759469228055,0,0,1,4.465908118654584,4.442651256490317,4.430816798843313
17110,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1.3862943611198906,1,1,0,4.189654742026425,4.30406509320417,4.406719247264253
17111,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0.0,1,1,0,4.23410650459726,4.276666119016055,4.143134726391533
17112,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1.791759469228055,1,1,0,4.290459441148391,4.553876891600541,4.605170185988092
17113,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1.3862943611198906,1,1,0,4.48863636973214,4.61512051684126,4.61512051684126
17114,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1.0986122886681098,0,1,0,3.713572066704308,3.9889840465642745,4.060443010546419
17115,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1.791759469228055,1,1,0,4.0943445622221,4.276666119016055,4.189654742026425
17116,0,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0.6931471805599453,1,1,0,4.127134385045092,4.330733340286331,4.382026634673881
17117,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1.3862943611198906,0,0,1,4.007333185232471,4.219507705176107,4.204692619390966
17118,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0.6931471805599453,1,1,1,4.174387269895637,4.189654742026425,4.23410650459726
17119,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1.0986122886681098,1,0,1,4.262679877041316,4.406719247264253,4.343805421853684
17120,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1.0986122886681098,1,1,0,4.158883083359672,4.060443010546419,4.23410650459726
17121,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0.6931471805599453,1,1,0,4.442651256490317,4.356708826689592,4.343805421853684
17122,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1.0986122886681098,1,1,1,4.605170185988092,4.574710978503383,4.499809670330265
17123,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0.6931471805599453,1,1,0,4.276666119016055,4.248495242049359,4.143134726391533
17124,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,1,1.0986122886681098,1,1,0,4.51085950651685,4.382026634673881,4.394449154672439
17125,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,1.0986122886681098,1,1,1,3.951243718581428,4.204692619390966,4.158883083359672
17126,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1.0986122886681098,1,0,1,4.060443010546419,3.9889840465642745,3.970291913552122
17127,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0.6931471805599453,0,1,0,3.912023005428146,4.189654742026425,4.174387269895637
17128,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1.6094379124341005,1,1,0,4.394449154672439,4.356708826689592,4.343805421853684
17129,0,1,0,0,1,1,0,1,1,0,1,0,0,1,0,1,0.0,1,1,0,3.871201010907891,4.007333185232471,3.8918202981106265
17130,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1.3862943611198906,1,1,0,4.248495242049359,4.394449154672439,4.330733340286331
17131,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0.6931471805599453,1,1,0,3.8501476017100575,4.04305126783455,4.060443010546419
17132,0,0,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0.6931471805599453,1,0,1,4.290459441148391,4.406719247264253,4.454347296253507
17133,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1.3862943611198906,1,1,0,4.30406509320417,4.262679877041316,4.189654742026425
17134,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1.0986122886681098,1,1,1,3.9318256327243257,4.04305126783455,4.07753744390572
17135,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1.0986122886681098,0,1,0,4.174387269895637,4.0943445622221,4.07753744390572
17136,1,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1.3862943611198906,1,1,0,4.158883083359672,4.174387269895637,4.0943445622221
17137,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0.6931471805599453,1,0,1,4.23410650459726,4.219507705176107,4.110873864173311
17138,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1.0986122886681098,0,0,1,3.951243718581428,3.8501476017100575,3.784189633918261
17139,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0.6931471805599453,0,0,1,4.189654742026425,4.204692619390966,4.0943445622221
17140,1,1,0,0,1,1,1,1,0,0,0,1,0,0,1,1,1.6094379124341005,1,0,1,4.143134726391533,4.007333185232471,4.04305126783455
17141,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0.0,1,1,1,4.330733340286331,4.48863636973214,4.442651256490317
